LoanID,CustomerID,ProductID,BranchID,DisbursalDateKey,DisbursalDate,MaturityDate,LoanAmountUSD,InterestRate,TenureMonths,MonthlyEMI_USD,LoanPurpose,CollateralValueUSD,ApprovalRiskRating,LoanStatus,IsNonPerformingAsset,WriteOffAmountUSD
LN-14692,CUST-0593,PRD-SME,BR-109,20240412,2024-04-12,2027-04-12,385700.0,0.1,36,12445.45,New Branch Expansion,522896.44,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14693,CUST-0360,PRD-MORT,BR-108,20230327,2023-03-27,2043-03-27,693700.0,0.1075,240,7042.64,Refinance Existing Mortgage,1017741.74,DDD - High Default Probability,Delinquent (31-60 DPD),0,0.0
LN-14694,CUST-0916,PRD-SME,BR-103,20231006,2023-10-06,2030-10-05,83400.0,0.09,84,1341.83,Inventory Stocking Q4,98278.59,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14695,CUST-0125,PRD-EDU,BR-108,20230219,2023-02-19,2028-02-19,37400.0,0.064,60,730.02,Medical Residency Program,0.0,CCC - Elevated Risk,In Default (90+ DPD),1,0.0
LN-14696,CUST-0126,PRD-PERS,BR-107,20260319,2026-03-19,2030-03-19,6100.0,0.12,48,160.64,Wedding & Family,0.0,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-14697,CUST-0252,PRD-PERS,BR-102,20260203,2026-02-03,2030-02-03,7400.0,0.12,48,194.87,Debt Consolidation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14698,CUST-0846,PRD-EDU,BR-110,20251202,2025-12-02,2029-12-02,59300.0,0.064,48,1403.56,Medical Residency Program,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-14699,CUST-0331,PRD-SME,BR-105,20240811,2024-08-11,2027-08-11,129900.0,0.09,36,4130.79,New Branch Expansion,170716.37,AAA - Low Risk,Current / Performing,0,0.0
LN-14700,CUST-0782,PRD-SME,BR-107,20241010,2024-10-10,2031-10-10,217400.0,0.1,84,3609.1,Working Capital Expansion,344643.85,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14701,CUST-0389,PRD-MORT,BR-110,20240718,2024-07-18,2044-07-18,734200.0,0.0575,240,5154.7,Investment Property Buy,1000084.54,AAA - Low Risk,Current / Performing,0,0.0
LN-14702,CUST-0092,PRD-EQUIP,BR-106,20240627,2024-06-27,2029-06-27,167500.0,0.134,60,3845.53,Industrial CNC Machine,217826.52,DDD - High Default Probability,Current / Performing,0,0.0
LN-14703,CUST-0267,PRD-SME,BR-109,20250703,2025-07-03,2032-07-02,327900.0,0.1,84,5443.53,New Branch Expansion,521311.62,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14704,CUST-0172,PRD-MORT,BR-105,20250915,2025-09-15,2045-09-15,612100.0,0.0875,240,5409.19,Primary Residence Purchase,960762.18,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-14705,CUST-0677,PRD-AUTO,BR-105,20230527,2023-05-27,2026-05-26,33700.0,0.103,36,1092.16,Fleet Commercial Van,39283.52,CCC - Elevated Risk,Fully Paid,0,0.0
LN-14706,CUST-0405,PRD-SME,BR-110,20260318,2026-03-18,2029-03-17,364900.0,0.09,36,11603.72,Technology & IT Modernization,543219.48,AAA - Low Risk,Current / Performing,0,0.0
LN-14707,CUST-0981,PRD-PERS,BR-108,20260508,2026-05-08,2030-05-08,22000.0,0.13,48,590.2,Wedding & Family,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14708,CUST-0973,PRD-AUTO,BR-105,20240913,2024-09-13,2030-09-13,50700.0,0.073,72,871.71,Fleet Commercial Van,61614.25,AAA - Low Risk,Current / Performing,0,0.0
LN-14709,CUST-0529,PRD-AUTO,BR-107,20240904,2024-09-04,2029-09-04,39300.0,0.073,60,783.76,Certified Pre-Owned Luxury Car,54596.28,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14710,CUST-0519,PRD-EDU,BR-112,20230729,2023-07-29,2028-07-28,64600.0,0.074,60,1291.38,Medical Residency Program,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14711,CUST-0585,PRD-MORT,BR-102,20240531,2024-05-31,2044-05-31,446400.0,0.0675,240,3394.26,Refinance Existing Mortgage,520850.96,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14712,CUST-0700,PRD-MORT,BR-110,20250529,2025-05-29,2045-05-29,472800.0,0.0875,240,4178.18,Primary Residence Purchase,550331.92,DDD - High Default Probability,Charged Off / Written Off,1,379261.94
LN-14713,CUST-0052,PRD-EDU,BR-112,20230613,2023-06-13,2030-06-12,45600.0,0.094,84,742.95,Medical Residency Program,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14714,CUST-0378,PRD-EQUIP,BR-111,20231214,2023-12-14,2028-12-13,113800.0,0.084,60,2329.3,Warehouse Forklift Fleet,132685.3,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14715,CUST-0138,PRD-EDU,BR-106,20230110,2023-01-10,2027-01-10,10100.0,0.064,48,239.06,MBA Program Tuition,0.0,AAA - Low Risk,Fully Paid,0,0.0
LN-14716,CUST-0714,PRD-SME,BR-111,20240307,2024-03-07,2029-03-07,113500.0,0.09,60,2356.07,Inventory Stocking Q4,171501.38,AAA - Low Risk,Current / Performing,0,0.0
LN-14717,CUST-0320,PRD-EDU,BR-109,20240508,2024-05-08,2028-05-08,16600.0,0.114,48,432.27,Medical Residency Program,0.0,DDD - High Default Probability,Current / Performing,0,0.0
LN-14718,CUST-0797,PRD-AUTO,BR-101,20230825,2023-08-25,2026-08-24,46900.0,0.103,36,1519.95,Fleet Commercial Van,56562.54,DDD - High Default Probability,Fully Paid,0,0.0
LN-14719,CUST-0198,PRD-SME,BR-112,20250529,2025-05-29,2030-05-29,445100.0,0.09,60,9239.54,New Branch Expansion,622966.54,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14720,CUST-0805,PRD-AUTO,BR-101,20230123,2023-01-23,2026-01-22,53800.0,0.083,36,1693.35,New EV Purchase,78914.91,BBB - Moderate Risk,Fully Paid,0,0.0
LN-14721,CUST-0941,PRD-SME,BR-102,20230720,2023-07-20,2030-07-19,399700.0,0.09,84,6430.8,Working Capital Expansion,589080.94,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-14722,CUST-0090,PRD-AUTO,BR-101,20240222,2024-02-22,2029-02-21,38700.0,0.083,60,790.26,Fleet Commercial Van,49430.52,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-14723,CUST-0997,PRD-AUTO,BR-105,20240103,2024-01-03,2027-01-02,41300.0,0.083,36,1299.92,Fleet Commercial Van,57655.83,BBB - Moderate Risk,Fully Paid,0,0.0
LN-14724,CUST-0549,PRD-AUTO,BR-110,20251109,2025-11-09,2031-11-09,54200.0,0.083,72,958.26,New EV Purchase,68651.46,BBB - Moderate Risk,Charged Off / Written Off,1,43400.38
LN-14725,CUST-0583,PRD-AUTO,BR-107,20260114,2026-01-14,2029-01-13,18600.0,0.073,36,576.87,Fleet Commercial Van,22908.14,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14726,CUST-0032,PRD-EQUIP,BR-107,20250121,2025-01-21,2030-01-21,53100.0,0.094,60,1112.61,Industrial CNC Machine,63775.18,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-14727,CUST-0897,PRD-AUTO,BR-110,20250903,2025-09-03,2029-09-03,17500.0,0.073,48,421.5,Certified Pre-Owned Luxury Car,22013.98,AAA - Low Risk,Current / Performing,0,0.0
LN-14728,CUST-0477,PRD-AUTO,BR-110,20230330,2023-03-30,2029-03-29,20400.0,0.083,72,360.67,Certified Pre-Owned Luxury Car,28370.4,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14729,CUST-0840,PRD-EDU,BR-101,20240403,2024-04-03,2028-04-03,79000.0,0.074,48,1906.45,MBA Program Tuition,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14730,CUST-0444,PRD-SME,BR-111,20231116,2023-11-16,2027-11-16,278100.0,0.14,48,7599.49,New Branch Expansion,353161.8,DDD - High Default Probability,Under Restructuring,1,0.0
LN-14731,CUST-0615,PRD-MORT,BR-110,20250913,2025-09-13,2045-09-13,501700.0,0.0575,240,3522.35,Investment Property Buy,693564.5,CCC - Elevated Risk,Under Restructuring,1,0.0
LN-14732,CUST-0250,PRD-PERS,BR-101,20231011,2023-10-11,2025-10-10,11700.0,0.15,24,567.29,Wedding & Family,0.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-14733,CUST-0169,PRD-PERS,BR-102,20240401,2024-04-01,2025-04-01,13100.0,0.15,12,1182.38,Debt Consolidation,0.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-14734,CUST-0923,PRD-EDU,BR-103,20240928,2024-09-28,2028-09-28,11800.0,0.094,48,295.89,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Delinquent (61-90 DPD),1,0.0
LN-14735,CUST-0926,PRD-AUTO,BR-112,20231126,2023-11-26,2026-11-25,51900.0,0.073,36,1609.65,Certified Pre-Owned Luxury Car,70605.92,AAA - Low Risk,Fully Paid,0,0.0
LN-14736,CUST-0579,PRD-EDU,BR-101,20240803,2024-08-03,2034-08-03,36600.0,0.064,120,413.73,Master of Science in Data Analytics,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14737,CUST-0031,PRD-PERS,BR-108,20251223,2025-12-23,2029-12-23,32600.0,0.13,48,874.58,Debt Consolidation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14738,CUST-0887,PRD-MORT,BR-111,20250728,2025-07-28,2045-07-28,466000.0,0.0675,240,3543.3,Investment Property Buy,664160.78,BBB - Moderate Risk,Delinquent (61-90 DPD),1,0.0
LN-14739,CUST-0473,PRD-AUTO,BR-106,20231107,2023-11-07,2029-11-06,18600.0,0.103,72,347.4,Certified Pre-Owned Luxury Car,28885.53,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14740,CUST-0632,PRD-SME,BR-110,20230318,2023-03-18,2030-03-17,60200.0,0.09,84,968.56,Technology & IT Modernization,93967.84,AAA - Low Risk,Current / Performing,0,0.0
LN-14741,CUST-0316,PRD-EDU,BR-101,20250509,2025-05-09,2029-05-09,22200.0,0.064,48,525.45,Medical Residency Program,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14742,CUST-0559,PRD-EQUIP,BR-106,20230910,2023-09-10,2025-09-09,90600.0,0.094,24,4155.69,Warehouse Forklift Fleet,130140.39,BBB - Moderate Risk,Fully Paid,0,0.0
LN-14743,CUST-0606,PRD-MORT,BR-110,20250421,2025-04-21,2045-04-21,628700.0,0.0675,240,4780.41,Primary Residence Purchase,738489.68,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14744,CUST-0416,PRD-PERS,BR-110,20251011,2025-10-11,2029-10-11,8700.0,0.15,48,242.13,Emergency Medical Exp,0.0,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-14745,CUST-0298,PRD-PERS,BR-111,20260331,2026-03-31,2030-03-31,28100.0,0.13,48,753.85,Wedding & Family,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14746,CUST-0939,PRD-EQUIP,BR-104,20240720,2024-07-20,2029-07-20,29700.0,0.094,60,622.3,Warehouse Forklift Fleet,47050.5,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14747,CUST-0345,PRD-PERS,BR-101,20230625,2023-06-25,2025-06-24,31700.0,0.13,24,1507.08,Home Renovation,0.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-14748,CUST-0950,PRD-MORT,BR-105,20260529,2026-05-29,2046-05-29,668700.0,0.0575,240,4694.83,Refinance Existing Mortgage,796768.84,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14749,CUST-0482,PRD-AUTO,BR-107,20230101,2023-01-01,2028-12-31,60100.0,0.083,72,1062.57,Fleet Commercial Van,84276.94,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14750,CUST-0124,PRD-EDU,BR-108,20240506,2024-05-06,2034-05-06,78900.0,0.074,120,932.44,Medical Residency Program,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14751,CUST-0874,PRD-EQUIP,BR-112,20240923,2024-09-23,2029-09-23,97300.0,0.084,60,1991.57,Industrial CNC Machine,151798.56,AAA - Low Risk,Current / Performing,0,0.0
LN-14752,CUST-0520,PRD-MORT,BR-102,20260307,2026-03-07,2056-03-06,608300.0,0.1075,360,5678.37,Primary Residence Purchase,873658.93,DDD - High Default Probability,Delinquent (31-60 DPD),0,0.0
LN-14753,CUST-0706,PRD-SME,BR-109,20241119,2024-11-19,2027-11-19,87100.0,0.09,36,2769.76,Inventory Stocking Q4,131267.32,AAA - Low Risk,Delinquent (31-60 DPD),0,0.0
LN-14754,CUST-0418,PRD-MORT,BR-111,20260423,2026-04-23,2046-04-23,710800.0,0.0575,240,4990.41,Refinance Existing Mortgage,995616.49,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14755,CUST-0215,PRD-EQUIP,BR-107,20240429,2024-04-29,2029-04-29,99600.0,0.114,60,2185.47,Medical Imaging Scanner,130867.33,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14756,CUST-0527,PRD-MORT,BR-107,20240601,2024-06-01,2044-06-01,442100.0,0.0675,240,3361.57,Investment Property Buy,631153.64,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14757,CUST-0423,PRD-PERS,BR-111,20251226,2025-12-26,2029-12-26,16800.0,0.13,48,450.7,Home Renovation,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14758,CUST-0475,PRD-EDU,BR-111,20251103,2025-11-03,2030-11-03,64500.0,0.064,60,1259.0,Master of Science in Data Analytics,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-14759,CUST-0532,PRD-EQUIP,BR-102,20230108,2023-01-08,2028-01-08,112600.0,0.134,60,2585.11,Industrial CNC Machine,151833.73,DDD - High Default Probability,Current / Performing,0,0.0
LN-14760,CUST-0389,PRD-EDU,BR-110,20230106,2023-01-06,2027-01-06,35500.0,0.064,48,840.24,Master of Science in Data Analytics,0.0,AAA - Low Risk,Fully Paid,0,0.0
LN-14761,CUST-0080,PRD-AUTO,BR-105,20230124,2023-01-24,2028-01-24,52900.0,0.083,60,1080.23,Certified Pre-Owned Luxury Car,82201.95,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14762,CUST-0736,PRD-MORT,BR-103,20241028,2024-10-28,2044-10-28,711500.0,0.0675,240,5409.99,Investment Property Buy,958024.7,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14763,CUST-0258,PRD-MORT,BR-109,20250202,2025-02-02,2045-02-02,705000.0,0.0875,240,6230.16,Investment Property Buy,901446.85,DDD - High Default Probability,Under Restructuring,1,0.0
LN-14764,CUST-0434,PRD-AUTO,BR-107,20240115,2024-01-15,2027-01-14,24700.0,0.083,36,777.43,Certified Pre-Owned Luxury Car,34395.54,BBB - Moderate Risk,Fully Paid,0,0.0
LN-14765,CUST-0480,PRD-AUTO,BR-103,20241101,2024-11-01,2030-11-01,40000.0,0.083,72,707.2,Certified Pre-Owned Luxury Car,52204.35,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14766,CUST-0550,PRD-MORT,BR-110,20240120,2024-01-20,2044-01-20,437000.0,0.0675,240,3322.79,Investment Property Buy,630825.36,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14767,CUST-0780,PRD-EQUIP,BR-103,20240905,2024-09-05,2029-09-05,64600.0,0.094,60,1353.57,Medical Imaging Scanner,97594.86,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-14768,CUST-0591,PRD-SME,BR-105,20241216,2024-12-16,2026-12-16,446600.0,0.12,24,21023.01,Technology & IT Modernization,528409.72,CCC - Elevated Risk,Fully Paid,0,0.0
LN-14769,CUST-0350,PRD-MORT,BR-105,20231028,2023-10-28,2043-10-28,498000.0,0.1075,240,5055.84,Refinance Existing Mortgage,610191.29,DDD - High Default Probability,Current / Performing,0,0.0
LN-14770,CUST-0841,PRD-MORT,BR-111,20250806,2025-08-06,2045-08-06,573800.0,0.0575,240,4028.56,Primary Residence Purchase,868037.2,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14771,CUST-0514,PRD-EDU,BR-108,20230512,2023-05-12,2027-05-12,76600.0,0.094,48,1920.78,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14772,CUST-0658,PRD-EDU,BR-106,20250910,2025-09-10,2029-09-10,30700.0,0.074,48,740.86,MBA Program Tuition,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14773,CUST-0031,PRD-EQUIP,BR-108,20260108,2026-01-08,2029-01-07,124700.0,0.094,36,3988.68,Medical Imaging Scanner,145239.87,CCC - Elevated Risk,Delinquent (31-60 DPD),0,0.0
LN-14774,CUST-0610,PRD-PERS,BR-101,20231129,2023-11-29,2025-11-28,14300.0,0.12,24,673.15,Debt Consolidation,0.0,AAA - Low Risk,Fully Paid,0,0.0
LN-14775,CUST-0370,PRD-PERS,BR-108,20251028,2025-10-28,2029-10-28,5700.0,0.13,48,152.92,Emergency Medical Exp,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14776,CUST-0774,PRD-MORT,BR-101,20250720,2025-07-20,2045-07-20,224100.0,0.0675,240,1703.98,Primary Residence Purchase,321080.9,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14777,CUST-0449,PRD-MORT,BR-111,20240528,2024-05-28,2044-05-28,375500.0,0.0675,240,2855.17,Investment Property Buy,514463.66,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14778,CUST-0426,PRD-AUTO,BR-105,20250715,2025-07-15,2031-07-15,37700.0,0.083,72,666.54,Fleet Commercial Van,57546.39,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14779,CUST-0844,PRD-SME,BR-105,20250923,2025-09-23,2032-09-22,366500.0,0.14,84,6868.21,Working Capital Expansion,495661.57,DDD - High Default Probability,Charged Off / Written Off,1,267463.42
LN-14780,CUST-0242,PRD-EQUIP,BR-108,20260119,2026-01-19,2031-01-19,45000.0,0.094,60,942.89,Warehouse Forklift Fleet,57773.5,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14781,CUST-0704,PRD-MORT,BR-107,20250301,2025-03-01,2045-03-01,655100.0,0.0575,240,4599.35,Refinance Existing Mortgage,875989.47,AAA - Low Risk,Current / Performing,0,0.0
LN-14782,CUST-0843,PRD-AUTO,BR-108,20260123,2026-01-23,2032-01-23,39900.0,0.103,72,745.23,Certified Pre-Owned Luxury Car,59367.66,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14783,CUST-0294,PRD-EQUIP,BR-112,20240705,2024-07-05,2029-07-05,43000.0,0.094,60,900.98,Medical Imaging Scanner,49481.69,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14784,CUST-0875,PRD-SME,BR-110,20231127,2023-11-27,2030-11-26,397000.0,0.09,84,6387.36,Inventory Stocking Q4,462171.08,AAA - Low Risk,Current / Performing,0,0.0
LN-14785,CUST-0197,PRD-MORT,BR-103,20260111,2026-01-11,2046-01-11,525600.0,0.0575,240,3690.15,Primary Residence Purchase,763508.72,AAA - Low Risk,Current / Performing,0,0.0
LN-14786,CUST-0241,PRD-AUTO,BR-111,20240627,2024-06-27,2029-06-27,19800.0,0.083,60,404.32,New EV Purchase,24816.54,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14787,CUST-0855,PRD-EDU,BR-106,20260122,2026-01-22,2033-01-21,75800.0,0.114,84,1313.88,MBA Program Tuition,0.0,DDD - High Default Probability,Delinquent (31-60 DPD),0,0.0
LN-14788,CUST-0076,PRD-EDU,BR-112,20250530,2025-05-30,2035-05-30,31300.0,0.074,120,369.9,MBA Program Tuition,0.0,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14789,CUST-0282,PRD-MORT,BR-102,20230910,2023-09-10,2043-09-10,231700.0,0.0575,240,1626.73,Investment Property Buy,337415.36,AAA - Low Risk,Current / Performing,0,0.0
LN-14790,CUST-0467,PRD-SME,BR-102,20250225,2025-02-25,2029-02-25,60800.0,0.09,48,1513.01,Inventory Stocking Q4,74758.86,AAA - Low Risk,Current / Performing,0,0.0
LN-14791,CUST-0413,PRD-MORT,BR-108,20240313,2024-03-13,2044-03-13,474400.0,0.0575,240,3330.68,Investment Property Buy,561075.19,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14792,CUST-0534,PRD-SME,BR-107,20230705,2023-07-05,2025-07-04,375700.0,0.14,24,18038.44,New Branch Expansion,510199.01,DDD - High Default Probability,Fully Paid,0,0.0
LN-14793,CUST-0385,PRD-AUTO,BR-110,20230911,2023-09-11,2028-09-10,47100.0,0.103,60,1007.7,Fleet Commercial Van,55596.67,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14794,CUST-0640,PRD-AUTO,BR-106,20240528,2024-05-28,2030-05-28,28100.0,0.123,72,553.75,Certified Pre-Owned Luxury Car,34382.65,DDD - High Default Probability,Current / Performing,0,0.0
LN-14795,CUST-0023,PRD-PERS,BR-102,20241227,2024-12-27,2028-12-27,31900.0,0.15,48,887.8,Debt Consolidation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14796,CUST-0198,PRD-AUTO,BR-112,20230514,2023-05-14,2026-05-13,26500.0,0.073,36,821.88,New EV Purchase,42383.29,BBB - Moderate Risk,Fully Paid,0,0.0
LN-14797,CUST-0812,PRD-PERS,BR-104,20240216,2024-02-16,2028-02-16,32700.0,0.12,48,861.12,Debt Consolidation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14798,CUST-0679,PRD-MORT,BR-104,20250531,2025-05-31,2045-05-31,462500.0,0.0675,240,3516.68,Primary Residence Purchase,632206.47,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14799,CUST-0849,PRD-SME,BR-106,20250414,2025-04-14,2032-04-13,95600.0,0.14,84,1791.55,Working Capital Expansion,119026.99,DDD - High Default Probability,Under Restructuring,1,0.0
LN-14800,CUST-0352,PRD-PERS,BR-111,20230209,2023-02-09,2027-02-09,11700.0,0.13,48,313.88,Home Renovation,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14801,CUST-0857,PRD-EDU,BR-101,20230606,2023-06-06,2033-06-05,20500.0,0.094,120,264.14,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14802,CUST-0310,PRD-SME,BR-109,20240426,2024-04-26,2029-04-26,428200.0,0.09,60,8888.73,Working Capital Expansion,565687.24,AAA - Low Risk,Current / Performing,0,0.0
LN-14803,CUST-0204,PRD-AUTO,BR-107,20260516,2026-05-16,2029-05-15,16900.0,0.103,36,547.7,Certified Pre-Owned Luxury Car,26477.34,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14804,CUST-0145,PRD-MORT,BR-110,20230121,2023-01-21,2043-01-21,513500.0,0.0575,240,3605.2,Refinance Existing Mortgage,614784.46,AAA - Low Risk,Current / Performing,0,0.0
LN-14805,CUST-0554,PRD-AUTO,BR-105,20230411,2023-04-11,2029-04-10,21400.0,0.103,72,399.7,Fleet Commercial Van,24955.77,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14806,CUST-0387,PRD-EQUIP,BR-108,20240921,2024-09-21,2029-09-21,128500.0,0.114,60,2819.6,Medical Imaging Scanner,183503.25,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14807,CUST-0461,PRD-AUTO,BR-107,20250319,2025-03-19,2030-03-19,21200.0,0.103,60,453.57,Fleet Commercial Van,26864.79,DDD - High Default Probability,Current / Performing,0,0.0
LN-14808,CUST-0146,PRD-AUTO,BR-103,20250728,2025-07-28,2031-07-28,30700.0,0.073,72,527.84,Certified Pre-Owned Luxury Car,36329.26,BBB - Moderate Risk,Delinquent (31-60 DPD),0,0.0
LN-14809,CUST-0454,PRD-SME,BR-108,20250420,2025-04-20,2030-04-20,425600.0,0.12,60,9467.24,New Branch Expansion,581097.15,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14810,CUST-0673,PRD-MORT,BR-110,20241110,2024-11-10,2044-11-10,536200.0,0.0675,240,4077.07,Primary Residence Purchase,771564.26,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14811,CUST-0198,PRD-AUTO,BR-112,20230107,2023-01-07,2026-01-06,44400.0,0.073,36,1377.04,New EV Purchase,62634.72,BBB - Moderate Risk,Fully Paid,0,0.0
LN-14812,CUST-0452,PRD-SME,BR-101,20251116,2025-11-16,2030-11-16,182400.0,0.09,60,3786.32,Technology & IT Modernization,274139.33,AAA - Low Risk,Current / Performing,0,0.0
LN-14813,CUST-0210,PRD-MORT,BR-112,20260520,2026-05-20,2056-05-19,659500.0,0.0675,360,4277.5,Investment Property Buy,770095.78,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14814,CUST-0946,PRD-PERS,BR-111,20250505,2025-05-05,2029-05-05,28900.0,0.12,48,761.05,Emergency Medical Exp,0.0,AAA - Low Risk,Current / Performing,0,0.0
LN-14815,CUST-0220,PRD-EDU,BR-104,20230125,2023-01-25,2027-01-25,10200.0,0.094,48,255.77,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14816,CUST-0118,PRD-SME,BR-110,20250827,2025-08-27,2027-08-27,72800.0,0.1,24,3359.35,Inventory Stocking Q4,92449.75,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14817,CUST-0379,PRD-SME,BR-102,20250610,2025-06-10,2027-06-10,65800.0,0.1,24,3036.34,Working Capital Expansion,102831.84,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14818,CUST-0190,PRD-PERS,BR-106,20241028,2024-10-28,2025-10-28,13100.0,0.12,12,1163.92,Emergency Medical Exp,0.0,AAA - Low Risk,Fully Paid,0,0.0
LN-14819,CUST-0350,PRD-AUTO,BR-105,20251111,2025-11-11,2028-11-10,15300.0,0.123,36,510.37,Fleet Commercial Van,19682.84,DDD - High Default Probability,Current / Performing,0,0.0
LN-14820,CUST-0617,PRD-PERS,BR-111,20230706,2023-07-06,2027-07-06,26700.0,0.17,48,770.43,Emergency Medical Exp,0.0,DDD - High Default Probability,In Default (90+ DPD),1,0.0
LN-14821,CUST-0447,PRD-SME,BR-107,20260508,2026-05-08,2033-05-07,264700.0,0.1,84,4394.33,New Branch Expansion,335346.12,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14822,CUST-0266,PRD-SME,BR-106,20231123,2023-11-23,2026-11-22,143300.0,0.09,36,4556.9,Inventory Stocking Q4,220133.1,AAA - Low Risk,Fully Paid,0,0.0
LN-14823,CUST-0847,PRD-AUTO,BR-109,20231014,2023-10-14,2026-10-13,58700.0,0.083,36,1847.58,Fleet Commercial Van,83255.0,CCC - Elevated Risk,Fully Paid,0,0.0
LN-14824,CUST-0380,PRD-EDU,BR-107,20230806,2023-08-06,2027-08-06,20400.0,0.064,48,482.84,Master of Science in Data Analytics,0.0,CCC - Elevated Risk,Current / Performing,0,0.0
LN-14825,CUST-0773,PRD-EQUIP,BR-103,20260114,2026-01-14,2029-01-13,86400.0,0.094,36,2763.61,Warehouse Forklift Fleet,124607.57,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14826,CUST-0772,PRD-SME,BR-111,20260509,2026-05-09,2028-05-08,66000.0,0.09,24,3015.19,Inventory Stocking Q4,99750.68,BBB - Moderate Risk,Current / Performing,0,0.0
LN-14827,CUST-0417,PRD-PERS,BR-107,20240612,2024-06-12,2028-06-12,11500.0,0.12,48,302.84,Wedding & Family,0.0,AAA - Low Risk,Current / Performing,0,0.0
